"open","high","low","close","volume","timestamp","pair","timeframe"
0.00003169,0.00003169,0.00003169,0.00003169,0,1602964800000,"LCX/ETH",240
0.00001768,0.00001769,0.000016,0.00001747,263064.280772,1608120000000,"LCX/ETH",240
0.00003169,0.00003169,0.00003169,0.00003169,0,1602993600000,"LCX/ETH",240
0.00003169,0.00003169,0.00003169,0.00003169,0,1603008000000,"LCX/ETH",240
0.00003169,0.00003169,0.00003169,0.00003169,0,1603022400000,"LCX/ETH",240
0.00003169,0.00003169,0.00003169,0.00003169,0,1603036800000,"LCX/ETH",240
0.00003169,0.00003169,0.00003169,0.00003169,0,1603051200000,"LCX/ETH",240
0.00003169,0.00003169,0.00003169,0.00003169,0,1603065600000,"LCX/ETH",240
0.00003169,0.00003169,0.00003169,0.00003169,0,1603080000000,"LCX/ETH",240
0.00003169,0.00003169,0.00003169,0.00003169,0,1603094400000,"LCX/ETH",240
0.00003169,0.00003169,0.00003169,0.00003169,0,1603108800000,"LCX/ETH",240
0.0000305,0.0000305,0.0000305,0.0000305,7000,1603123200000,"LCX/ETH",240
0.00002916,0.00002916,0.00002915,0.00002915,23800,1603137600000,"LCX/ETH",240
0.00002915,0.00002915,0.00002915,0.00002915,0,1603152000000,"LCX/ETH",240
0.00002915,0.00002915,0.00002915,0.00002989,0,1603166400000,"LCX/ETH",240
0.00002989,0.00002989,0.00002989,0.00002916,0,1603180800000,"LCX/ETH",240
0.00002915,0.00002915,0.0000269,0.00002899,337119.218424,1603195200000,"LCX/ETH",240
0.00002899,0.00002899,0.00002899,0.00002899,0,1603209600000,"LCX/ETH",240
0.00002899,0.00002899,0.00002899,0.00002899,0,1603224000000,"LCX/ETH",240
0.00002798,0.00002798,0.000027,0.000027,97210.902,1603238400000,"LCX/ETH",240
0.000027,0.000027,0.000027,0.000027,0,1603252800000,"LCX/ETH",240
0.000027,0.000027,0.000027,0.000027,0,1603267200000,"LCX/ETH",240
0.000027,0.000027,0.000027,0.00003022,0,1603281600000,"LCX/ETH",240
0.00003022,0.00003022,0.00003022,0.00003022,0,1603296000000,"LCX/ETH",240
0.00003022,0.00003022,0.00003022,0.00003022,0,1603310400000,"LCX/ETH",240
0.00003022,0.00003022,0.00003022,0.00003022,0,1603324800000,"LCX/ETH",240
0.00003022,0.00003022,0.00003022,0.00002832,0,1603339200000,"LCX/ETH",240
0.00003011,0.0000303,0.00003011,0.00002846,131661.548288,1603353600000,"LCX/ETH",240
0.00002846,0.00002846,0.00002846,0.00003387,0,1603368000000,"LCX/ETH",240
0.00003538,0.00003538,0.00003519,0.00003519,12591.492664,1603382400000,"LCX/ETH",240
0.00003519,0.00003519,0.00003519,0.00003298,0,1603396800000,"LCX/ETH",240
0.00003298,0.00003298,0.00003298,0.00003298,0,1603411200000,"LCX/ETH",240
0.00003298,0.00003298,0.00003298,0.00003186,0,1603425600000,"LCX/ETH",240
0.00003339,0.00003465,0.00003339,0.00003323,6000,1603440000000,"LCX/ETH",240
0.00003174,0.00003174,0.00003174,0.00003317,55.5,1603454400000,"LCX/ETH",240
0.00003092,0.00003092,0.00003085,0.00003224,549.5,1603468800000,"LCX/ETH",240
0.00003224,0.00003224,0.00003224,0.00002983,0,1603483200000,"LCX/ETH",240
0.00002983,0.00002983,0.00002983,0.00002983,0,1603497600000,"LCX/ETH",240
0.00002983,0.00002983,0.00002983,0.00002983,0,1603512000000,"LCX/ETH",240
0.00002983,0.00002983,0.00002983,0.00002983,0,1603526400000,"LCX/ETH",240
0.00002983,0.00002983,0.00002983,0.00002893,0,1603540800000,"LCX/ETH",240
0.00002868,0.00002868,0.00002813,0.00002813,209357.958088,1603555200000,"LCX/ETH",240
0.00002931,0.00002931,0.00002844,0.00002658,47129.628737,1603569600000,"LCX/ETH",240
0.00002658,0.00002658,0.00002658,0.00002658,0,1603584000000,"LCX/ETH",240
0.00002658,0.00002658,0.00002658,0.00002801,0,1603598400000,"LCX/ETH",240
0.00002801,0.00002801,0.00002801,0.00003061,0,1603612800000,"LCX/ETH",240
0.00003061,0.00003061,0.00003061,0.00003061,0,1603627200000,"LCX/ETH",240
0.00003061,0.00003061,0.00003061,0.00003235,0,1603641600000,"LCX/ETH",240
0.00002885,0.00002885,0.00002885,0.00002885,4934,1603656000000,"LCX/ETH",240
0.00002885,0.00002885,0.00002885,0.00002885,0,1603670400000,"LCX/ETH",240
0.00002885,0.00002885,0.00002885,0.0000279,0,1603684800000,"LCX/ETH",240
0.0000279,0.0000279,0.0000279,0.0000279,0,1603699200000,"LCX/ETH",240
0.0000279,0.0000279,0.0000279,0.0000279,0,1603713600000,"LCX/ETH",240
0.0000279,0.0000279,0.0000279,0.00003241,0,1603728000000,"LCX/ETH",240
0.00003241,0.00003241,0.00003241,0.00003241,0,1603742400000,"LCX/ETH",240
0.00003241,0.00003241,0.00003241,0.00003241,0,1603756800000,"LCX/ETH",240
0.00002964,0.00003159,0.00002963,0.00002904,71855.796448,1603771200000,"LCX/ETH",240
0.00002904,0.00002904,0.00002904,0.00003038,0,1603785600000,"LCX/ETH",240
0.00003038,0.00003038,0.00003038,0.00003031,0,1603800000000,"LCX/ETH",240
0.00003015,0.00003015,0.00002776,0.00003025,39296.961957,1603814400000,"LCX/ETH",240
0.00003025,0.00003025,0.00003025,0.00003025,0,1603828800000,"LCX/ETH",240
0.00003025,0.00003025,0.00003025,0.00003025,0,1603843200000,"LCX/ETH",240
0.00003025,0.00003025,0.00003025,0.00003025,0,1603857600000,"LCX/ETH",240
0.00003025,0.00003025,0.00003025,0.00002904,0,1603872000000,"LCX/ETH",240
0.00002904,0.00002904,0.00002904,0.00002897,0,1603886400000,"LCX/ETH",240
0.00002897,0.00002897,0.00002897,0.00002943,0,1603900800000,"LCX/ETH",240
0.00002943,0.00002943,0.00002943,0.00002943,0,1603915200000,"LCX/ETH",240
0.00002943,0.00002943,0.00002943,0.00002943,0,1603929600000,"LCX/ETH",240
0.00002943,0.00002943,0.00002943,0.00002943,0,1603944000000,"LCX/ETH",240
0.00002943,0.00002943,0.00002943,0.00002943,0,1603958400000,"LCX/ETH",240
0.00002846,0.00002846,0.00002843,0.000027,6538.540976,1603972800000,"LCX/ETH",240
0.000027,0.00002812,0.000027,0.0000275,8672,1603987200000,"LCX/ETH",240
0.0000275,0.0000275,0.0000269,0.00002749,55329.084746,1604001600000,"LCX/ETH",240
0.00002749,0.00002749,0.00002749,0.00002775,0,1604016000000,"LCX/ETH",240
0.00002878,0.00002878,0.00002878,0.00003061,3742.5318,1604030400000,"LCX/ETH",240
0.00003061,0.00003061,0.00003061,0.00003216,0,1604044800000,"LCX/ETH",240
0.00003216,0.00003216,0.00003216,0.00003216,0,1604059200000,"LCX/ETH",240
0.00003216,0.00003216,0.00003216,0.00003109,0,1604073600000,"LCX/ETH",240
0.00003109,0.00003109,0.00003109,0.00003109,0,1604088000000,"LCX/ETH",240
0.00003109,0.00003109,0.00003109,0.00003109,0,1604102400000,"LCX/ETH",240
0.00003109,0.00003109,0.00003109,0.00003109,0,1604116800000,"LCX/ETH",240
0.00003109,0.00003109,0.00003109,0.00003109,0,1604131200000,"LCX/ETH",240
0.00003109,0.00003109,0.00003109,0.00003109,0,1604145600000,"LCX/ETH",240
0.00003109,0.00003109,0.00003109,0.00003109,0,1604160000000,"LCX/ETH",240
0.00003109,0.00003109,0.00003109,0.00003082,0,1604174400000,"LCX/ETH",240
0.00003077,0.00003077,0.00003077,0.00003077,3118,1604188800000,"LCX/ETH",240
0.00003077,0.00003077,0.00003077,0.00003077,0,1604203200000,"LCX/ETH",240
0.00003077,0.00003077,0.00003077,0.00003077,0,1604217600000,"LCX/ETH",240
0.00003077,0.00003077,0.00003077,0.00003077,0,1604232000000,"LCX/ETH",240
0.00003077,0.00003077,0.00003077,0.00003077,0,1604246400000,"LCX/ETH",240
0.00003077,0.00003077,0.00003077,0.00003077,0,1604260800000,"LCX/ETH",240
0.00003077,0.00003077,0.00003077,0.00003077,0,1604275200000,"LCX/ETH",240
0.00003077,0.00003077,0.00003077,0.00003077,0,1604289600000,"LCX/ETH",240
0.00003077,0.00003077,0.00003077,0.00003084,0,1604304000000,"LCX/ETH",240
0.00003084,0.00003084,0.00003084,0.00003084,0,1604318400000,"LCX/ETH",240
0.00003084,0.00003084,0.00003084,0.00003098,0,1604332800000,"LCX/ETH",240
0.00003098,0.00003098,0.00003098,0.00003098,0,1604347200000,"LCX/ETH",240
0.00003098,0.00003098,0.00003098,0.00002768,0,1604361600000,"LCX/ETH",240
0.00002768,0.00002768,0.00002768,0.00002672,0,1604376000000,"LCX/ETH",240
0.00002869,0.0000287,0.00002869,0.00002699,4050.225351,1604390400000,"LCX/ETH",240
0.00002699,0.00002699,0.00002699,0.00002699,0,1604404800000,"LCX/ETH",240
0.00002699,0.00002699,0.00002699,0.00002699,0,1604419200000,"LCX/ETH",240
0.00002699,0.00002699,0.00002699,0.00002715,0,1604433600000,"LCX/ETH",240
0.00002656,0.00002656,0.00002656,0.00002814,16003.164581,1604448000000,"LCX/ETH",240
0.00002814,0.00002814,0.00002814,0.0000281,0,1604462400000,"LCX/ETH",240
0.0000281,0.0000281,0.0000281,0.0000281,0,1604476800000,"LCX/ETH",240
0.0000281,0.0000281,0.0000281,0.0000281,0,1604491200000,"LCX/ETH",240
0.0000281,0.0000281,0.0000281,0.0000281,0,1604505600000,"LCX/ETH",240
0.00002762,0.00002896,0.00002762,0.00002896,25313.528917,1604520000000,"LCX/ETH",240
0.00002896,0.00002896,0.00002896,0.00002896,0,1604534400000,"LCX/ETH",240
0.00002896,0.00002896,0.00002896,0.00002896,0,1604548800000,"LCX/ETH",240
0.00002896,0.00002896,0.00002896,0.00002829,0,1604563200000,"LCX/ETH",240
0.00002829,0.00002829,0.00002829,0.00002829,0,1604577600000,"LCX/ETH",240
0.00002661,0.00002661,0.00002656,0.00002709,13513.513514,1604592000000,"LCX/ETH",240
