"open","high","low","close","volume","timestamp","pair","timeframe"
11367.45,11367.45,11360.13,11342.33,0.02966,1602968400000,"BTC/USDC",180
23000,23726.74,22312.86,22705.06,10.12427,1608195600000,"BTC/USDC",180
11373.96,11373.96,11373.96,11373.96,0,1602990000000,"BTC/USDC",180
11428.3,11439.93,11428.3,11447.49,1.004235,1603000800000,"BTC/USDC",180
11447.49,11447.49,11447.49,11436.14,0,1603011600000,"BTC/USDC",180
11449.51,11453.95,11393.86,11423.79,0.030776,1603022400000,"BTC/USDC",180
11434.71,11454.02,11434.71,11488.23,0.013005,1603033200000,"BTC/USDC",180
11471.2,11479.96,11453.28,11430.38,0.140618,1603044000000,"BTC/USDC",180
11438.29,11450.47,11422.97,11480.74,0.059024,1603054800000,"BTC/USDC",180
11472.18,11500.22,11470.04,11447.21,1.23326,1603065600000,"BTC/USDC",180
11453.45,11453.55,11420.08,11438.66,0.047522,1603076400000,"BTC/USDC",180
11430.95,11440.06,11428.94,11466.93,0.037513,1603087200000,"BTC/USDC",180
11466.93,11466.93,11466.93,11514.09,0,1603098000000,"BTC/USDC",180
11524.44,11528.33,11521.31,11631.45,0.021153,1603108800000,"BTC/USDC",180
11657.99,11798.84,11647.73,11731.52,0.179025,1603119600000,"BTC/USDC",180
11722.03,11775.16,11688.98,11716.71,1.352081,1603130400000,"BTC/USDC",180
11737.8,11781.22,11731.49,11731.61,1.656696,1603141200000,"BTC/USDC",180
11731.61,11731.61,11731.61,11731.61,0,1603152000000,"BTC/USDC",180
11723.07,11723.47,11723.07,11723.47,0.004,1603162800000,"BTC/USDC",180
11761.11,11761.11,11747.26,11727.08,0.019731,1603173600000,"BTC/USDC",180
11720.13,11825.8,11720.13,11809.81,0.027308,1603184400000,"BTC/USDC",180
11784.41,11881.88,11779.97,11914.98,1.031136,1603195200000,"BTC/USDC",180
11952.06,12008.24,11912,11999.19,13.494718,1603206000000,"BTC/USDC",180
11979.95,11980.79,11938.12,11917.93,0.533321,1603216800000,"BTC/USDC",180
11922.69,11955.02,11894.37,11941.87,1.327557,1603227600000,"BTC/USDC",180
11942.09,11995.22,11921.12,12142.71,2.439549,1603238400000,"BTC/USDC",180
12178.31,12215.22,12178.31,12266.74,1.355829,1603249200000,"BTC/USDC",180
12269.22,12292.79,12245.48,12173.22,1.577331,1603260000000,"BTC/USDC",180
12173.22,12225.56,12160.67,12345.62,1.122826,1603270800000,"BTC/USDC",180
12343.21,12361.45,12323.17,12721.45,0.284703,1603281600000,"BTC/USDC",180
12721.45,12748.44,12649.86,12845.68,1.525867,1603292400000,"BTC/USDC",180
12756.53,12786.55,12755.93,12813.57,0.23789,1603303200000,"BTC/USDC",180
12910.84,12962,12910.84,12794.68,0.012488,1603314000000,"BTC/USDC",180
12826.43,12933.68,12822.08,12779.98,1.636123,1603324800000,"BTC/USDC",180
12776.35,12793.13,12768.81,12741.84,0.310226,1603335600000,"BTC/USDC",180
12773.81,12804.06,12756.37,12764.81,0.382964,1603346400000,"BTC/USDC",180
12754.7,12897.72,12727.79,12979.75,2.349502,1603357200000,"BTC/USDC",180
12931.72,12954.97,12833.54,12900,1.758334,1603368000000,"BTC/USDC",180
12923.76,12946.06,12907.27,13054.26,0.273225,1603378800000,"BTC/USDC",180
13052.42,13068.09,13017.12,13148.36,0.453905,1603389600000,"BTC/USDC",180
13022.29,13022.29,13003.59,12998.84,0.041982,1603400400000,"BTC/USDC",180
12972.8,12973.9,12828.32,12905.55,0.42524,1603411200000,"BTC/USDC",180
12989.94,12989.94,12989.94,12981.51,0.0202,1603422000000,"BTC/USDC",180
12954.78,12955.32,12914.91,12934.12,0.218793,1603432800000,"BTC/USDC",180
12925.56,12958.1,12923.76,12990.19,0.101977,1603443600000,"BTC/USDC",180
12975.31,12975.62,12953.95,12962.12,0.148681,1603454400000,"BTC/USDC",180
12931.53,12977.94,12931.53,12813.12,0.213529,1603465200000,"BTC/USDC",180
12893.96,12893.96,12893.96,12954.37,0.019739,1603476000000,"BTC/USDC",180
12906.77,12947.27,12889.79,12983.51,0.601767,1603486800000,"BTC/USDC",180
12900.54,12920.64,12897.5,12990.34,0.125382,1603497600000,"BTC/USDC",180
13012.02,13034.56,13012.02,12939.1,0.124984,1603508400000,"BTC/USDC",180
12939.1,12939.1,12939.1,12961.85,0,1603519200000,"BTC/USDC",180
12961.85,12961.85,12961.85,12998,0,1603530000000,"BTC/USDC",180
12998,12998,12998,13073.76,0,1603540800000,"BTC/USDC",180
13073.76,13073.76,13073.76,13142.6,0,1603551600000,"BTC/USDC",180
13137.1,13140.08,13137.1,13113.79,0.021611,1603562400000,"BTC/USDC",180
13118.47,13149.22,13118.47,13124.09,0.172251,1603573200000,"BTC/USDC",180
13142.83,13142.83,13095.68,13157.24,0.087854,1603584000000,"BTC/USDC",180
13167.08,13344.95,13167.08,13001.05,0.508648,1603594800000,"BTC/USDC",180
13009.7,13046.47,12983.7,13042.6,0.555887,1603605600000,"BTC/USDC",180
13005.73,13021.6,13005.73,12990.68,0.068747,1603616400000,"BTC/USDC",180
12990.68,13025.36,12971.94,13020.86,1.272838,1603627200000,"BTC/USDC",180
13022.99,13022.99,12978.57,13036.97,1.485069,1603638000000,"BTC/USDC",180
13023.48,13026.38,12993.07,12993.44,0.276612,1603648800000,"BTC/USDC",180
13059.61,13064.36,13026.67,13048.29,0.095864,1603659600000,"BTC/USDC",180
13050.85,13070.8,12995.71,13070.96,0.488383,1603670400000,"BTC/USDC",180
13070.96,13070.96,13070.96,13142.15,0,1603681200000,"BTC/USDC",180
13120.18,13120.18,13117.29,12997.16,0.015256,1603692000000,"BTC/USDC",180
12997.16,12997.16,12997.16,13162.42,0,1603702800000,"BTC/USDC",180
13181.28,13190.65,13114.41,13214.96,4.073376,1603713600000,"BTC/USDC",180
13160.49,13160.49,13021.56,12933.4,0.531661,1603724400000,"BTC/USDC",180
12933.4,12933.4,12933.4,13056.72,0,1603735200000,"BTC/USDC",180
13033.64,13060,13033.64,13052.77,1.828902,1603746000000,"BTC/USDC",180
13075.24,13117.72,13075.24,13092.41,0.169516,1603756800000,"BTC/USDC",180
13081.91,13081.91,13064.52,13127.14,2.285806,1603767600000,"BTC/USDC",180
13127.14,13127.14,13127.14,13180.43,0,1603778400000,"BTC/USDC",180
13116.91,13170.91,13116.91,13336.54,0.285571,1603789200000,"BTC/USDC",180
13429.93,13449.89,13390.18,13422.65,0.393782,1603800000000,"BTC/USDC",180
13465.73,13600,13465.73,13651.68,3.032886,1603810800000,"BTC/USDC",180
13738.85,13738.85,13529.32,13657.98,0.014009,1603821600000,"BTC/USDC",180
13676.56,13736.59,13676.56,13683.59,0.020807,1603832400000,"BTC/USDC",180
13672.43,13740.19,13672.43,13836.06,1.398268,1603843200000,"BTC/USDC",180
13848.81,13848.81,13792.26,13731.56,0.126309,1603854000000,"BTC/USDC",180
13735.08,13770.31,13735.08,13639.26,0.103219,1603864800000,"BTC/USDC",180
13679.66,13679.66,13621.99,13401.08,0.225952,1603875600000,"BTC/USDC",180
13376.78,13376.78,13194.07,13033.56,3.189648,1603886400000,"BTC/USDC",180
